id,key,value,type
2874976319,source,Bing,regular
2874976335,power,tower,regular
2874976335,source,Bing,regular
2874976508,power,tower,regular
2874976508,source,Bing,regular
2874976523,power,tower,regular
2874976523,source,Bing,regular
2874976711,power,tower,regular
2874976711,source,Bing,regular
2874977601,power,tower,regular
2874977601,source,Bing,regular
2874977616,power,tower,regular
2874977616,source,Bing,regular
2874977631,power,tower,regular
2874977631,source,Bing,regular
2874977646,power,tower,regular
2874977646,source,Bing,regular
2874977706,power,tower,regular
2874977706,source,Bing,regular
2874977910,power,tower,regular
2874977910,source,Bing,regular
2874977925,power,tower,regular
2874977925,source,Bing,regular
2874979314,power,tower,regular
2874979314,source,Bing,regular
2874979411,power,tower,regular
2874979411,source,Bing,regular
2874979703,power,tower,regular
2874979703,source,Bing,regular
2874980107,power,tower,regular
2874980107,source,Bing,regular
2874980204,power,tower,regular
2874980204,source,Bing,regular
2874980219,power,tower,regular
2874980219,source,Bing,regular
2874980414,power,tower,regular
2874980414,source,Bing,regular
2874980429,power,tower,regular
2874980429,source,Bing,regular
2874980444,power,tower,regular
2874980444,source,Bing,regular
2874980459,power,pole,regular
2874980459,source,Bing,regular
2874980511,power,tower,regular
2874980511,source,Bing,regular
2874980541,power,tower,regular
2874980541,source,Bing,regular
2874980556,power,tower,regular
2874980556,source,Bing,regular
2874980621,power,tower,regular
2874980621,source,Bing,regular
2874980636,power,tower,regular
2874980636,source,Bing,regular
2874980710,power,tower,regular
2874980710,source,Bing,regular
2874980809,power,tower,regular
2874980809,source,Bing,regular
2874980824,power,tower,regular
2874980824,source,Bing,regular
2874980839,power,tower,regular
2874980839,source,Bing,regular
2874980910,power,tower,regular
2874980910,source,Bing,regular
2874981003,power,tower,regular
2874981003,source,Bing,regular
2874981018,power,tower,regular
2874981018,source,Bing,regular
2874981033,power,tower,regular
2874981033,source,Bing,regular
2874981048,power,pole,regular
2874981048,source,Bing,regular
2874981063,power,tower,regular
2874981063,source,Bing,regular
2874981113,power,tower,regular
2874981113,source,Bing,regular
2874981204,power,tower,regular
2874981204,source,Bing,regular
2874981219,power,tower,regular
2874981219,source,Bing,regular
2874981234,power,tower,regular
2874981234,source,Bing,regular
2874981249,power,tower,regular
2874981249,source,Bing,regular
2874981310,power,tower,regular
2874981310,source,Bing,regular
2874981325,power,tower,regular
2874981325,source,Bing,regular
2874981340,power,tower,regular
2874981340,source,Bing,regular
2874982502,power,tower,regular
2874982502,source,Bing,regular
2874982517,power,tower,regular
2874982517,source,Bing,regular
2874982532,power,tower,regular
2874982532,source,Bing,regular
2874982547,power,tower,regular
2874982547,source,Bing,regular
2874984108,power,tower,regular
2874984108,source,Bing,regular
2874984123,power,pole,regular
2874984123,source,Bing,regular
2874984207,power,tower,regular
2874984207,source,Bing,regular
2874984309,power,tower,regular
2874984309,source,Bing,regular
2874984412,power,tower,regular
2874984412,source,Bing,regular
2874984427,power,pole,regular
2874984427,source,Bing,regular
2874990604,power,pole,regular
2874990604,source,Bing,regular
2874990706,power,tower,regular
2874990706,source,Bing,regular
2874990809,power,tower,regular
2874990809,source,Bing,regular
2874991601,power,tower,regular
2874991601,source,Bing,regular
2874992506,power,tower,regular
2874992506,source,Bing,regular
2874992804,power,tower,regular
2874992804,source,Bing,regular
2875164210,power,tower,regular
2875164210,source,Bing,regular
2875164306,power,tower,regular
2875164306,source,Bing,regular
2875164402,power,tower,regular
2875164402,source,Bing,regular
2875164505,power,tower,regular
2875164505,source,Bing,regular
2875164608,power,pole,regular
2875389401,power,tower,regular
2875389401,source,Bing,regular
2875389501,power,tower,regular
2875389501,source,Bing,regular
2875389516,power,tower,regular
2875389516,source,Bing,regular
2875389531,power,tower,regular
2875389531,source,Bing,regular
2875389608,power,tower,regular
2875389608,source,Bing,regular
2875389701,power,tower,regular
2875389701,source,Bing,regular
2875389716,power,tower,regular
2875389716,source,Bing,regular
2875389903,power,tower,regular
2875389903,source,Bing,regular
2875390002,power,tower,regular
2875390002,source,Bing,regular
2875390017,power,tower,regular
2875390017,source,Bing,regular
2875390110,power,tower,regular
2875390110,source,Bing,regular
2875390207,power,tower,regular
2875390207,source,Bing,regular
2875390222,power,tower,regular
2875390222,source,Bing,regular
2875390313,power,tower,regular
2875390313,source,Bing,regular
2875390506,power,tower,regular
2875390506,source,Bing,regular
2875390603,power,tower,regular
2875390603,source,Bing,regular
2875390705,power,tower,regular
2875390705,source,Bing,regular
2875390809,power,tower,regular
2875390809,source,Bing,regular
2875390906,power,tower,regular
2875390906,source,Bing,regular
2875391006,power,tower,regular
2875391006,source,Bing,regular
2875391208,power,tower,regular
2875391208,source,Bing,regular
2878162603,power,tower,regular
2878162603,source,Bing,regular
2878162716,power,tower,regular
2878162716,source,Bing,regular
2878162809,power,pole,regular
2878162809,source,Bing,regular
2878162907,power,tower,regular
2878162907,source,Bing,regular
2878163113,power,tower,regular
2878163113,source,Bing,regular
2878163303,power,tower,regular
2878163303,source,Bing,regular
2878163710,power,pole,regular
2878163710,source,Bing,regular
2878163813,power,pole,regular
2878163813,source,Bing,regular
2878163901,power,pole,regular
2878163901,source,Bing,regular
2878512707,power,tower,regular
2878512707,source,Bing,regular
2878512722,power,tower,regular
2878512722,source,Bing,regular
2878512752,power,tower,regular
2878512752,source,Bing,regular
2878512767,power,tower,regular
2878512767,source,Bing,regular
2878513004,power,pole,regular
2878513004,source,Bing,regular
2878513019,power,tower,regular
2878513019,source,Bing,regular
2878513122,power,tower,regular
2878513122,source,Bing,regular
2878513208,power,tower,regular
2878513208,source,Bing,regular
2878513223,power,tower,regular
2878513223,source,Bing,regular
2878513306,power,tower,regular
2878513306,source,Bing,regular
2878513321,power,tower,regular
2878513321,source,Bing,regular
2878513351,power,tower,regular
2878513351,source,Bing,regular
2878513406,power,tower,regular
2878513406,source,Bing,regular
2878513421,power,tower,regular
2878513421,source,Bing,regular
2878513503,power,tower,regular
2878513503,source,Bing,regular
2878513519,power,tower,regular
2878513519,source,Bing,regular
2878513534,power,tower,regular
2878513534,source,Bing,regular
2878513549,power,tower,regular
2878513549,source,Bing,regular
2878513564,power,tower,regular
2878513564,source,Bing,regular
2878513579,power,tower,regular
2878513579,source,Bing,regular
2878513909,power,tower,regular
2878513909,source,Bing,regular
2878513924,power,tower,regular
2878513924,source,Bing,regular
2878513939,power,tower,regular
2878513939,source,Bing,regular
2878513954,power,tower,regular
2878513954,source,Bing,regular
2878513969,power,tower,regular
2878513969,source,Bing,regular
2878513984,power,tower,regular
2878513984,source,Bing,regular
2878513999,power,tower,regular
2878513999,source,Bing,regular
2878514111,power,tower,regular
2878514111,source,Bing,regular
2878514126,power,tower,regular
2878514126,source,Bing,regular
2878514141,power,tower,regular
2878514141,source,Bing,regular
2878514209,power,tower,regular
2878514209,source,Bing,regular
2878514224,power,tower,regular
2878514224,source,Bing,regular
2878514239,power,tower,regular
2878514239,source,Bing,regular
2878514305,power,tower,regular
2878514305,source,Bing,regular
2878514320,power,tower,regular
2878514320,source,Bing,regular
2878514614,power,tower,regular
2878514614,source,Bing,regular
2878514907,power,tower,regular
2878514907,source,Bing,regular
2878555406,power,tower,regular
2878555406,source,Bing,regular
2878556206,power,tower,regular
2878556206,source,Bing,regular
2878556508,power,tower,regular
2878556508,source,Bing,regular
2878556813,power,tower,regular
2878556813,source,Bing,regular
2878568704,power,tower,regular
2878568704,source,Bing,regular
2878569108,power,tower,regular
2878569108,source,Bing,regular
2878569301,power,tower,regular
2878569301,source,Bing,regular
2878569504,power,tower,regular
2878569504,source,Bing,regular
2878642902,power,tower,regular
2879747993,name,阳光车饰界‎,regular
2882172803,power,tower,regular
2882172803,source,Bing,regular
2882174408,power,tower,regular
2882174408,source,Bing,regular
2882179404,power,tower,regular
2882179404,source,Bing,regular
2882179802,power,pole,regular
2882179802,source,Bing,regular
2882180304,power,pole,regular
2882180304,source,Bing,regular
2882180704,power,tower,regular
2882180704,source,Bing,regular
2883146572,name,横山寺,regular
2883146572,amenity,place_of_worship,regular
2883146572,religion,buddhist,regular
2886633705,power,tower,regular
2886633705,source,Bing,regular
2886633808,power,tower,regular
2886634104,power,tower,regular
2886634104,source,Bing,regular
2886634602,power,tower,regular
2886634602,source,Bing,regular
2886634803,power,tower,regular
2886634803,source,Bing,regular
2886635203,power,tower,regular
2886635702,power,tower,regular
2886635702,source,Bing,regular
2886636001,power,tower,regular
2886636001,source,Bing,regular
2888029869,barrier,toll_booth,regular
2888624286,name,永乐生活电器古北店,regular
2888624286,shop,supermarket,regular
2888624286,street,古北路,addr
2888624286,housenumber,505,addr
2891015766,name,虹梅市场,regular
2891015766,amenity,marketplace,regular
2891262314,name,吴泾社区卫生服务中心,regular
2891262314,highway,services,regular
2891283719,name,吴泾镇自行车租赁点,regular
2891293980,shop,hairdresser,regular
2891299846,name,Labour Cafe,regular
2891299846,amenity,cafe,regular
2891299846,smoking,yes,regular
2891299846,city,Hangzhou,addr
2891299846,street,丰潭路,addr
2891299846,internet_access,wlan,regular
2891305841,amenity,cafe,regular
2891325231,shop,supermarket,regular
2894823066,power,tower,regular
2894823066,source,Bing,regular
2894826945,power,pole,regular
2894826945,source,Bing,regular
2894827514,power,tower,regular
2894827514,source,Bing,regular
2894830802,power,tower,regular
2894830802,source,Bing,regular
2894830817,power,tower,regular
2894830817,source,Bing,regular
2894830907,power,tower,regular
2894830907,source,Bing,regular
2897771406,power,tower,regular
2897771406,source,Bing,regular
2897771421,power,tower,regular
2897771421,source,Bing,regular
2897771509,power,tower,regular
2897771509,source,Bing,regular
2897771524,power,tower,regular
2897771524,source,Bing,regular
2897771539,power,tower,regular
2897771539,source,Bing,regular
2897771612,power,tower,regular
2897771612,source,Bing,regular
2897771627,power,tower,regular
2897771627,source,Bing,regular
2897771715,power,tower,regular
2897771715,source,Bing,regular
2897771807,power,tower,regular
2897771807,source,Bing,regular
2897771822,power,tower,regular
2897771822,source,Bing,regular
2897771904,power,tower,regular
2897932018,power,tower,regular
2897932033,power,tower,regular
2897932048,power,tower,regular
2897932078,power,tower,regular
2897932093,power,tower,regular
2897932208,power,tower,regular
2897932223,power,tower,regular
2897984513,power,tower,regular
2897984513,source,Bing,regular
2897984528,power,tower,regular
2897984528,source,bing,regular
2900352823,power,tower,regular
2900352823,source,Bing,regular
2900352838,power,tower,regular
2900352838,source,Bing,regular
2900358107,power,tower,regular
2900358107,source,Bing,regular
2900358122,power,tower,regular
2900358122,source,Bing,regular
2900358137,power,tower,regular
2900358137,source,Bing,regular
2900358210,power,tower,regular
2900358210,source,Bing,regular
2900358308,power,tower,regular
2900358308,source,Bing,regular
2900358512,power,tower,regular
2900358707,power,tower,regular
2900358707,source,Bing,regular
2900358722,power,tower,regular
2900358722,source,Bing,regular
2900359101,power,tower,regular
2900359101,source,Bing,regular
2900359116,power,tower,regular
2900359116,source,Bing,regular
2900359212,power,tower,regular
2900359212,source,Bing,regular
2900359227,power,tower,regular
2900359227,source,Bing,regular
2900359603,power,tower,regular
2900359603,source,Bing,regular
2900359618,power,tower,regular
2901623975,waterway,lock_gate,regular
2902782910,name,Submarine base,regular
2902782910,military,naval_base,regular
2905982915,power,tower,regular
2905982915,source,Bing,regular
2905990915,power,tower,regular
2905990915,source,Bing,regular
2905991026,power,tower,regular
2905991026,source,Bing,regular
2905991041,power,tower,regular
2905991041,source,Bing,regular
2905991124,power,tower,regular
2905991124,source,Bing,regular
2905991202,power,tower,regular
2905991202,source,Bing,regular
2905991217,power,tower,regular
2905991217,source,Bing,regular
2905991232,power,tower,regular
2905991232,source,Bing,regular
2905991303,power,tower,regular
2905991303,source,Bing,regular
2905991318,power,tower,regular
2905991318,source,Bing,regular
2905991333,power,tower,regular
2905991333,source,Bing,regular
2905991348,power,tower,regular
2905991348,source,Bing,regular
2905991415,power,tower,regular
2905991415,source,Bing,regular
2905991445,power,tower,regular
2905991445,source,Bing,regular
2905991515,power,tower,regular
2905991515,source,Bing,regular
2905991530,power,pole,regular
2905991530,source,Bing,regular
2905991545,power,tower,regular
2905991545,source,Bing,regular
2905991614,power,tower,regular
2905991614,source,Bing,regular
2905991703,power,tower,regular
2905991703,source,Bing,regular
2905991718,power,pole,regular
2905991718,source,Bing,regular
2905991733,power,tower,regular
2905991733,source,Bing,regular
2905991827,power,tower,regular
2905991827,source,Bing,regular
2905991901,power,tower,regular
2905991901,source,Bing,regular
2905991916,power,tower,regular
2905991916,source,Bing,regular
2905991931,power,tower,regular
2905991931,source,Bing,regular
2905992126,power,tower,regular
2905992126,source,Bing,regular
2905992141,power,tower,regular
2905992141,source,Bing,regular
2905992229,power,tower,regular
2905992229,source,Bing,regular
2905992414,power,tower,regular
2905992414,source,Bing,regular
2905992429,power,tower,regular
2905992429,source,Bing,regular
2905992444,power,tower,regular
2905992444,source,Bing,regular
2905992504,power,tower,regular
2905992504,source,Bing,regular
2905992519,power,tower,regular
2905992519,source,Bing,regular
2905992704,power,tower,regular
2905992704,source,Bing,regular
2905992719,power,tower,regular
2905992719,source,Bing,regular
2905992734,power,tower,regular
2905992734,source,Bing,regular
2905993006,power,tower,regular
2905993006,source,Bing,regular
2905993021,power,tower,regular
2905993021,source,Bing,regular
2905993036,power,tower,regular
2905993036,source,Bing,regular
2905994401,power,tower,regular
2905994401,source,Bing,regular
2905994604,power,tower,regular
2905994604,source,Bing,regular
2906040402,power,tower,regular
2906040402,source,Bing,regular
2907315703,power,tower,regular
2907315703,source,Bing,regular
2907315801,power,tower,regular
2907315801,source,Bing,regular
2907315816,power,tower,regular
2907315816,source,Bing,regular
2907315831,power,tower,regular
2907315831,source,Bing,regular
2907315906,power,tower,regular
2907315906,source,Bing,regular
2907315921,power,tower,regular
2907315921,source,Bing,regular
2907316004,power,tower,regular
2907316004,source,Bing,regular
2907316019,power,tower,regular
2907316019,source,Bing,regular
2907316034,power,tower,regular
2907316034,source,Bing,regular
2907316115,power,tower,regular
2907316115,source,Bing,regular
2907316208,power,tower,regular
2907316208,source,Bing,regular
2907316224,power,tower,regular
2907316224,source,Bing,regular
2907316239,power,tower,regular
2907316239,source,Bing,regular
2907316254,power,tower,regular
2907316254,source,Bing,regular
2907316402,power,tower,regular
2907316402,source,Bing,regular
2907316417,power,tower,regular
2907316417,source,Bing,regular
2907316519,power,tower,regular
2907316519,source,Bing,regular
2907316904,power,tower,regular
2907316919,power,tower,regular
2907316919,source,Bing,regular
2908292214,power,tower,regular
2908292214,source,Bing,regular
2908292229,power,tower,regular
2908292229,source,Bing,regular
2908292244,power,tower,regular
2908292244,source,Bing,regular
2908292259,power,tower,regular
2908292259,source,Bing,regular
2908292274,power,tower,regular
2908292274,source,Bing,regular
2908292409,power,tower,regular
2908292409,source,Bing,regular
2908292424,power,tower,regular
2908292424,source,Bing,regular
2908292507,power,tower,regular
2908292507,source,Bing,regular
2908292605,power,tower,regular
2908292605,source,Bing,regular
2908292714,power,tower,regular
2908292714,source,Bing,regular
2908293003,power,tower,regular
2908293003,source,Bing,regular
2908293018,power,tower,regular
2908293018,source,Bing,regular
2908293110,power,tower,regular
2908293110,source,Bing,regular
2908293125,power,tower,regular
2908293125,source,Bing,regular
2908293141,power,tower,regular
2908293141,source,Bing,regular
2908293203,power,tower,regular
2908293203,source,Bing,regular
2908293218,power,tower,regular
2908293218,source,Bing,regular
2908293403,power,tower,regular
2908293403,source,Bing,regular
2908293418,power,tower,regular
2908293418,source,Bing,regular
2908293433,power,tower,regular
2908293433,source,Bing,regular
2908293514,power,tower,regular
2908293514,source,Bing,regular
2908293529,power,tower,regular
2908293529,source,Bing,regular
2908293904,power,tower,regular
2908293904,source,Bing,regular
2908293919,power,tower,regular
2908293919,source,Bing,regular
2908303501,power,tower,regular
2908303501,source,Bing,regular
2908535705,power,tower,regular
2908536002,power,tower,regular
2908536002,source,Bing,regular
2908536203,power,tower,regular
2908536203,source,Bing,regular
2908536404,power,tower,regular
2908536404,source,Bing,regular
2908536506,power,tower,regular
2908536506,source,Bing,regular
2908536704,power,tower,regular
2908536907,power,tower,regular
2908537103,power,tower,regular
2908537103,source,Bing,regular
2908537305,power,tower,regular
2908537305,source,Bing,regular
2908537506,power,tower,regular
2908537506,source,Bing,regular
2908538202,power,tower,regular
2908538202,source,Bing,regular
2908699522,power,tower,regular
2908699522,source,Bing,regular
2908715515,power,tower,regular
2908715515,source,Bing,regular
2908715530,power,tower,regular
2908715530,source,Bing,regular
2908715710,power,pole,regular
2908715710,source,Bing,regular
2908715725,power,tower,regular
2908715725,source,Bing,regular
2908715755,power,tower,regular
2908715755,source,Bing,regular
2908715914,power,pole,regular
2908715914,source,Bing,regular
2908715929,power,pole,regular
2908715944,power,pole,regular
2908715944,source,Bing,regular
2908715959,power,pole,regular
2908715959,source,Bing,regular
2908716109,power,tower,regular
2908716109,source,Bing,regular
2908718512,power,tower,regular
2908718512,source,Bing,regular
2908718527,power,tower,regular
2908718527,source,Bing,regular
2908718542,power,pole,regular
2908718557,power,tower,regular
2908718557,source,Bing,regular
2908718710,power,tower,regular
2908718710,source,Bing,regular
2908719006,power,pole,regular
2908719021,power,pole,regular
2908719021,source,Bing,regular
2908719036,power,tower,regular
2908719036,source,Bing,regular
2908719209,power,tower,regular
2908719209,source,Bing,regular
2908719224,power,tower,regular
2908719224,source,Bing,regular
2911840424,power,tower,regular
2911840424,source,Bing,regular
2911852420,power,tower,regular
2911852420,source,Bing,regular
2911852513,power,tower,regular
2911852513,source,Bing,regular
2911852528,power,tower,regular
2911852528,source,Bing,regular
2911852543,power,tower,regular
2911852543,source,Bing,regular
2911852714,power,tower,regular
2911852714,source,Bing,regular
2911852729,power,tower,regular
2911852729,source,Bing,regular
2911852744,power,tower,regular
2911852744,source,Bing,regular
2911852816,power,tower,regular
2911852816,source,Bing,regular
2911852917,power,tower,regular
2911852917,source,Bing,regular
2911853123,power,tower,regular
2911853123,source,Bing,regular
2911853138,power,tower,regular
2911853138,source,Bing,regular
2911853229,power,tower,regular
2911853229,source,Bing,regular
2911853314,power,tower,regular
2911853314,source,Bing,regular
2911853329,power,tower,regular
2911853329,source,Bing,regular
2911853511,power,tower,regular
2911853511,source,Bing,regular
2911853526,power,tower,regular
2911853526,source,Bing,regular
2911859121,power,tower,regular
2911859121,source,Bing,regular
2911860612,power,tower,regular
2911860612,source,Bing,regular
2911861210,power,tower,regular
2911861210,source,Bing,regular
2914306288,name,闸弄口,regular
2914306288,en,Zhalongkou,name
2914306288,railway,station,regular
2915572490,barrier,gate,regular
2917724369,waterway,lock_gate,regular
2918189806,amenity,drinking_water,regular
2932042315,source,Bing,regular
2932042315,highway,crossing,regular
2932042315,crossing_ref,zebra,regular
2938571412,name,读书处,regular
2938571412,tourism,viewpoint,regular
2938571442,name,天星台,regular
2938571442,tourism,viewpoint,regular
2940471940,name,河埒口站,regular
2940471940,railway,station,regular
2940471940,station,subway,regular
2967053383,name,4344,regular
2967053383,historic,castle,regular
2969807510,name,徐家漕长乐,regular
2969807510,subway,yes,regular
2969807510,en,Xujiacao Changle,name
2969807510,network,宁波市轨道交通,regular
2969807510,railway,station,regular
2969807510,public_transport,station,regular
2969814135,name,世纪大道,regular
2969814135,subway,yes,regular
2969814135,en,Shiji Avenue,name
2969814135,network,宁波市轨道交通,regular
2969814135,railway,station,regular
2969814135,public_transport,station,regular
2971394956,name,高攀龙墓,regular
2971394956,shop,funeral_directors,regular
2972678854,highway,bus_stop,regular
2973921286,name,文峰街道,regular
2973921286,place,town,regular
2973921286,en,Wenfeng Subdistrict,name
2975202855,amenity,marketplace,regular
2981260050,power,tower,regular
2981359195,atm,yes,regular
2981359195,name,上海浦东发展银行,regular
2981359195,amenity,bank,regular
2981979674,highway,traffic_signals,regular
2981998268,highway,traffic_signals,regular
2982611617,highway,traffic_signals,regular
2984249904,highway,traffic_signals,regular
2984463244,highway,traffic_signals,regular
2985743430,highway,traffic_signals,regular
2985785662,highway,traffic_signals,regular
2988353002,source,PGS,regular
2989045196,name,沈杜公路地铁站（8号线）,regular
2989045196,highway,bus_stop,regular
2989045196,operator,江平专线、海航专线,regular
2989303029,highway,traffic_signals,regular
2989303948,highway,traffic_signals,regular
2989303963,highway,traffic_signals,regular
2989324772,highway,traffic_signals,regular
2989324805,highway,traffic_signals,regular
2990303093,name,平潮镇,regular
2990303093,en,Pingchao,name
2990303093,place,town,regular
2990310450,name,四安,regular
2990310450,place,suburb,regular
2990310450,en,Sian,name
2990414409,name,阅览室,regular
2990414409,amenity,library,regular
2997595409,barrier,gate,regular
2999156945,name,上海豪园东门,regular
